City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Total Internet Services,Contract,Payment Method,Total Charges,Churn Value
Santa Clara,Female,0,1,1,32,1,1,DSL,2,Month-to-month,Bank transfer (automatic),2045.55,0
Santa Clara,Male,0,0,0,24,1,0,Fiber optic,3,Month-to-month,Electronic check,2187.15,0
Santa Cruz,Female,0,0,0,37,1,1,DSL,5,Month-to-month,Credit card (automatic),2976.95,0
Santa Cruz,Male,0,0,1,8,1,0,0,0,Month-to-month,Mailed check,178.7,0
Santa Cruz,Female,0,1,1,72,1,1,DSL,3,Two year,Bank transfer (automatic),5025.85,0
Scotts Valley,Male,1,1,0,71,0,0,DSL,4,Two year,Credit card (automatic),3353.4,0
Saratoga,Female,0,1,0,16,1,0,Fiber optic,3,Month-to-month,Bank transfer (automatic),1461.15,0
Soquel,Female,0,1,0,57,0,0,DSL,4,Month-to-month,Bank transfer (automatic),2782.4,0
Watsonville,Male,0,0,0,66,1,1,0,0,One year,Bank transfer (automatic),1699.15,0
San Jose,Female,0,0,1,21,1,0,0,0,Month-to-month,Mailed check,452.2,0
San Jose,Male,0,1,0,66,1,1,DSL,3,Two year,Credit card (automatic),4428.45,0
San Jose,Female,0,1,0,17,1,1,DSL,3,Month-to-month,Bank transfer (automatic),1322.55,0
San Jose,Female,0,1,1,8,1,0,0,0,Month-to-month,Credit card (automatic),139.75,0
San Jose,Male,0,0,0,27,1,0,DSL,4,One year,Credit card (automatic),1927.3,0
San Jose,Male,0,1,0,34,1,1,Fiber optic,2,Month-to-month,Mailed check,3000.25,0
San Jose,Male,0,0,0,30,1,0,Fiber optic,3,One year,Bank transfer (automatic),3021.3,0
San Jose,Male,0,0,0,33,1,0,DSL,3,Month-to-month,Credit card (automatic),2245.4,0
San Jose,Male,0,1,1,14,1,1,DSL,3,Month-to-month,Mailed check,944.65,0
San Jose,Female,0,0,1,16,1,1,Fiber optic,1,One year,Credit card (automatic),1264.2,0
San Jose,Female,0,0,0,49,1,0,Fiber optic,4,Two year,Credit card (automatic),4917.75,0
San Jose,Female,0,1,1,70,1,1,DSL,5,Two year,Bank transfer (automatic),5743.3,0
San Jose,Female,0,1,1,32,1,0,DSL,3,Month-to-month,Bank transfer (automatic),1864.65,0
San Jose,Female,0,0,0,18,1,0,Fiber optic,0,Month-to-month,Electronic check,1221.65,0
San Jose,Male,0,0,0,37,0,0,DSL,3,Two year,Mailed check,1390.85,0
San Jose,Female,0,0,0,4,1,1,Fiber optic,0,Month-to-month,Electronic check,302.35,0
San Jose,Female,0,1,0,16,1,1,Fiber optic,3,Month-to-month,Electronic check,1374.9,0
San Jose,Male,0,1,0,17,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),1336.9,0
San Jose,Female,0,0,1,19,1,0,DSL,3,Month-to-month,Electronic check,1297.8,0
San Jose,Male,0,1,0,60,1,1,Fiber optic,3,Two year,Credit card (automatic),6067.4,0
San Jose,Male,0,1,1,51,1,1,0,0,Two year,Mailed check,1222.25,0
San Jose,Male,0,1,1,28,1,0,0,0,Two year,Credit card (automatic),487.95,0
Mount Hamilton,Male,0,0,0,43,1,0,DSL,2,Two year,Electronic check,2548.55,0
San Jose,Male,0,1,0,42,1,0,0,0,Two year,Electronic check,835.5,0
Stockton,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,44.75,0
Stockton,Female,0,0,0,63,1,1,Fiber optic,4,Two year,Credit card (automatic),6218.45,0
Stockton,Male,0,1,0,68,1,1,Fiber optic,5,Month-to-month,Electronic check,7320.9,0
Stockton,Female,0,0,0,60,1,1,Fiber optic,4,Two year,Electronic check,6333.8,0
Stockton,Male,1,0,0,45,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),4200.25,0
Stockton,Female,0,1,0,70,1,0,DSL,6,Two year,Credit card (automatic),5950.2,0
Angels Camp,Male,0,0,0,4,1,0,0,0,Month-to-month,Mailed check,93.4,0
Avery,Female,0,1,0,68,1,1,0,0,Two year,Credit card (automatic),1614.9,0
Burson,Male,0,1,1,22,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),1573.95,0
Copperopolis,Male,0,1,0,18,1,0,Fiber optic,2,Month-to-month,Electronic check,1468.75,0
Farmington,Male,0,0,0,29,1,0,Fiber optic,3,Month-to-month,Electronic check,2607.6,0
Linden,Male,0,0,0,31,0,0,DSL,3,One year,Electronic check,1523.4,0
Lodi,Female,0,1,0,48,1,1,DSL,3,One year,Mailed check,3435.6,0
Mokelumne Hill,Male,0,0,0,50,1,0,Fiber optic,4,One year,Credit card (automatic),4549.45,0
Mountain Ranch,Male,0,0,0,7,1,0,DSL,0,Month-to-month,Bank transfer (automatic),322.5,0
San Andreas,Male,0,1,1,68,1,0,Fiber optic,2,Two year,Credit card (automatic),5375.15,0
Sheep Ranch,Female,1,1,0,26,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),2510.7,0
Vallecito,Male,0,0,0,57,0,0,DSL,4,Two year,Credit card (automatic),3090.05,0
Valley Springs,Female,0,0,0,3,1,0,0,0,Month-to-month,Electronic check,61.05,0
West Point,Male,0,1,1,19,1,0,DSL,1,One year,Bank transfer (automatic),955.6,0
Wilseyville,Female,0,0,0,3,1,0,DSL,1,Month-to-month,Electronic check,140.4,0
Woodbridge,Female,0,0,0,59,1,1,0,0,Two year,Electronic check,1493.1,0
Ballico,Male,0,1,0,42,0,0,DSL,2,Month-to-month,Bank transfer (automatic),1626.05,0
Catheys Valley,Male,0,1,0,67,1,1,0,0,Two year,Credit card (automatic),1784.9,0
Ceres,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,70.35,0
Columbia,Male,0,1,0,66,1,1,DSL,6,Two year,Bank transfer (automatic),6075.9,0
Coulterville,Female,0,0,0,61,1,1,Fiber optic,2,Month-to-month,Mailed check,5500.6,0
Cressey,Male,0,1,1,4,1,1,0,0,One year,Credit card (automatic),73.1,0
Delhi,Female,0,1,1,64,1,1,DSL,1,One year,Bank transfer (automatic),3399.85,0
Denair,Female,1,1,0,54,1,1,Fiber optic,6,One year,Bank transfer (automatic),6431.05,0
El Nido,Male,0,0,0,1,1,0,0,0,Month-to-month,Credit card (automatic),19.75,0
El Portal,Male,0,1,1,54,1,1,0,0,Two year,Bank transfer (automatic),1230.9,0
Escalon,Female,0,0,1,18,1,1,0,0,Two year,Credit card (automatic),454.65,0
Groveland,Male,0,0,0,3,1,0,Fiber optic,2,Month-to-month,Electronic check,235.05,0
Hickman,Female,0,1,1,72,1,1,DSL,6,Two year,Credit card (automatic),6595.9,0
Hilmar,Male,1,1,0,60,1,0,Fiber optic,4,One year,Electronic check,5867.0,0
Hornitos,Female,0,1,1,11,1,0,0,0,One year,Mailed check,196.35,0
Jamestown,Male,0,1,1,61,1,0,Fiber optic,5,One year,Credit card (automatic),6449.15,0
Keyes,Female,0,0,0,39,1,0,0,0,Two year,Credit card (automatic),762.45,0
Le Grand,Male,0,0,0,37,1,0,0,0,One year,Credit card (automatic),785.75,0
Livingston,Female,0,1,0,72,1,1,0,0,Two year,Mailed check,1776.0,0
Long Barn,Male,1,1,0,72,1,1,DSL,4,Two year,Credit card (automatic),5396.25,0
Manteca,Female,0,0,0,8,1,0,DSL,3,Month-to-month,Bank transfer (automatic),574.5,0
Manteca,Female,0,1,1,22,1,0,0,0,Month-to-month,Mailed check,400.3,0
Merced,Female,0,0,0,38,1,1,DSL,3,Month-to-month,Credit card (automatic),2656.3,0
Midpines,Male,0,0,1,17,1,0,DSL,5,One year,Electronic check,1445.95,0
Mi Wuk Village,Female,1,0,0,70,1,1,DSL,4,Two year,Bank transfer (automatic),5212.65,0
Modesto,Female,0,0,0,28,1,0,Fiber optic,1,Month-to-month,Electronic check,2244.95,0
Modesto,Female,0,0,0,15,1,0,Fiber optic,2,Month-to-month,Bank transfer (automatic),1130.0,0
Modesto,Male,0,1,1,72,1,1,DSL,6,Two year,Bank transfer (automatic),6463.15,0
Modesto,Female,0,1,0,57,1,1,Fiber optic,5,One year,Bank transfer (automatic),6252.7,0
Newman,Female,0,1,0,46,0,0,DSL,3,Month-to-month,Electronic check,2062.15,0
Oakdale,Male,0,1,0,30,1,0,0,0,One year,Credit card (automatic),587.1,0
Patterson,Male,1,1,0,10,1,0,Fiber optic,1,Month-to-month,Electronic check,720.45,0
Planada,Male,0,0,0,32,1,0,Fiber optic,4,Month-to-month,Credit card (automatic),2979.3,0
Ripon,Male,0,0,0,13,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),956.65,0
Salida,Female,0,0,0,44,1,0,Fiber optic,3,Month-to-month,Credit card (automatic),3973.2,0
Snelling,Male,1,0,0,9,1,0,DSL,1,Month-to-month,Mailed check,447.9,0
Sonora,Female,0,1,0,67,1,0,0,0,Two year,Mailed check,1335.2,0
Tracy,Female,0,1,0,71,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7555.0,0
Tuolumne,Male,0,0,0,1,1,0,DSL,1,Month-to-month,Credit card (automatic),49.0,0
Twain Harte,Male,0,1,0,17,0,0,DSL,3,Month-to-month,Mailed check,836.35,0
Westley,Male,0,0,0,1,1,0,0,0,Month-to-month,Bank transfer (automatic),20.95,0
Yosemite National Park,Female,1,1,0,32,1,1,Fiber optic,1,Month-to-month,Mailed check,2570.0,0
Santa Rosa,Male,0,1,1,41,1,0,0,0,One year,Bank transfer (automatic),798.2,0
Santa Rosa,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Bank transfer (automatic),44.15,0
Santa Rosa,Male,0,1,1,62,1,1,Fiber optic,4,Month-to-month,Electronic check,6487.2,0
Albion,Female,0,0,1,17,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),1556.85,0
Annapolis,Female,0,1,1,72,1,1,0,0,Two year,Bank transfer (automatic),1988.05,0
Boonville,Male,0,1,1,56,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),5432.2,0
Branscomb,Female,0,0,0,9,1,0,0,0,Month-to-month,Credit card (automatic),147.55,0
Caspar,Male,0,1,0,72,1,1,Fiber optic,6,Two year,Bank transfer (automatic),8424.9,0
Cazadero,Male,0,0,0,20,1,0,Fiber optic,6,Month-to-month,Bank transfer (automatic),2203.7,0
Clearlake,Male,0,1,1,19,1,0,0,0,Two year,Mailed check,387.4,0
Cloverdale,Male,0,0,0,53,0,0,DSL,4,One year,Credit card (automatic),3045.75,0
Comptche,Male,0,0,0,6,1,0,0,0,Month-to-month,Bank transfer (automatic),130.5,0
Covelo,Male,0,1,1,9,1,1,Fiber optic,2,One year,Electronic check,767.9,0
Dos Rios,Female,0,1,1,8,1,1,DSL,1,Month-to-month,Electronic check,446.8,0
Duncans Mills,Female,0,1,1,71,1,1,Fiber optic,6,Two year,Bank transfer (automatic),8100.25,0
Forestville,Female,0,1,0,71,0,0,DSL,6,One year,Bank transfer (automatic),4689.15,0
Fort Bragg,Male,0,1,0,68,1,0,Fiber optic,4,One year,Electronic check,6754.35,0
Fulton,Male,0,0,0,34,1,1,Fiber optic,4,Month-to-month,Electronic check,3540.65,0
Geyserville,Male,0,0,0,26,1,0,Fiber optic,3,One year,Electronic check,2184.6,0
Glenhaven,Male,0,0,0,7,1,0,0,0,Month-to-month,Mailed check,130.55,0
Graton,Female,0,1,0,20,1,0,Fiber optic,0,Month-to-month,Bank transfer (automatic),1540.35,0
Gualala,Female,0,1,0,60,1,1,Fiber optic,4,Month-to-month,Electronic check,6411.25,0
Guerneville,Male,0,1,1,72,1,0,0,0,Two year,Electronic check,1432.55,0
Healdsburg,Female,1,1,0,72,1,1,Fiber optic,4,One year,Credit card (automatic),7629.85,0
Hopland,Male,0,0,0,4,1,1,0,0,Month-to-month,Mailed check,101.9,0
Jenner,Male,0,1,1,16,1,0,0,0,Month-to-month,Electronic check,313.4,0
Kelseyville,Female,1,1,0,62,1,1,Fiber optic,4,One year,Electronic check,6312.9,0
Kenwood,Female,0,0,0,10,1,0,DSL,2,Month-to-month,Mailed check,629.55,0
Lakeport,Male,0,0,0,31,1,1,Fiber optic,1,Month-to-month,Electronic check,2640.55,0
Laytonville,Female,0,1,0,71,1,0,0,0,Two year,Credit card (automatic),1372.45,0
Little River,Male,0,0,0,58,1,0,0,0,Two year,Mailed check,1212.25,0
Lower Lake,Male,0,1,1,70,1,1,DSL,6,Two year,Credit card (automatic),6237.05,0
Lucerne,Female,0,1,0,71,1,1,DSL,6,Two year,Electronic check,6310.9,0
Manchester,Male,1,0,0,69,1,1,DSL,4,Two year,Credit card (automatic),5031.0,0
Middletown,Female,0,1,1,72,1,1,Fiber optic,6,Two year,Bank transfer (automatic),8672.45,0
Monte Rio,Female,0,1,0,26,1,0,Fiber optic,2,Month-to-month,Credit card (automatic),2196.45,0
Navarro,Female,0,1,0,33,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),3008.15,0
Nice,Female,0,1,1,10,1,0,0,0,Two year,Mailed check,220.8,0
Occidental,Female,1,0,0,57,1,1,Fiber optic,4,Two year,Credit card (automatic),5779.6,0
Philo,Female,0,0,0,10,1,0,0,0,Month-to-month,Electronic check,222.65,0
Point Arena,Female,0,1,1,39,1,1,0,0,One year,Mailed check,914.6,0
Potter Valley,Female,0,0,0,11,1,0,0,0,Month-to-month,Bank transfer (automatic),246.3,0
Rio Nido,Female,0,1,1,68,1,1,DSL,5,Two year,Bank transfer (automatic),5560.0,0
Sebastopol,Male,0,0,0,18,1,1,Fiber optic,2,One year,Credit card (automatic),1633.0,0
Ukiah,Male,0,0,0,18,1,1,DSL,1,Month-to-month,Mailed check,969.85,0
Upper Lake,Female,0,1,1,52,1,0,DSL,1,One year,Bank transfer (automatic),2610.65,0
Westport,Male,0,1,1,56,1,1,Fiber optic,6,Two year,Mailed check,6567.9,0
Willits,Male,0,0,0,45,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),4747.85,0
Windsor,Female,0,0,0,67,1,1,0,0,Two year,Mailed check,1759.55,0
Witter Springs,Male,0,1,0,3,0,0,DSL,2,Month-to-month,Mailed check,101.1,0
Yorkville,Male,1,0,0,65,1,0,Fiber optic,4,Month-to-month,Bank transfer (automatic),6496.15,0
The Sea Ranch,Male,0,1,0,63,1,1,DSL,3,Two year,Mailed check,4234.15,0
Eureka,Female,0,1,1,11,1,1,0,0,Two year,Mailed check,300.7,0
Eureka,Male,0,0,1,1,1,0,DSL,2,Month-to-month,Mailed check,59.55,0
Alderpoint,Male,0,0,0,55,1,1,DSL,3,Two year,Bank transfer (automatic),4323.35,0
Blocksburg,Male,0,1,1,25,1,1,DSL,1,One year,Mailed check,1466.1,0
Arcata,Female,0,1,0,72,1,1,0,0,Two year,Credit card (automatic),1776.45,0
Bayside,Female,0,0,1,65,0,0,DSL,3,Two year,Mailed check,2933.95,0
Bridgeville,Male,0,1,1,7,1,0,0,0,Month-to-month,Mailed check,144.35,0
Burnt Ranch,Female,0,1,0,72,1,1,DSL,3,Two year,Bank transfer (automatic),4804.75,0
Carlotta,Male,0,1,0,21,1,0,DSL,1,Month-to-month,Bank transfer (automatic),1125.2,0
Crescent City,Female,0,0,0,2,1,0,0,0,Month-to-month,Bank transfer (automatic),39.85,0
Ferndale,Male,1,0,0,4,1,0,Fiber optic,3,Month-to-month,Electronic check,422.4,0
Fortuna,Male,0,1,0,72,1,1,Fiber optic,6,Two year,Credit card (automatic),8332.15,0
Garberville,Female,0,0,0,6,1,0,DSL,1,Month-to-month,Electronic check,314.6,0
Gasquet,Male,0,0,0,52,1,0,Fiber optic,2,Month-to-month,Credit card (automatic),4331.4,0
Honeydew,Male,1,1,0,69,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),6382.0,0
Hydesville,Female,1,0,0,8,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),600.15,0
Klamath,Female,1,0,0,63,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),5538.8,0
Kneeland,Male,0,0,0,60,1,1,Fiber optic,6,One year,Credit card (automatic),7049.5,0
Korbel,Female,0,1,0,12,1,0,DSL,2,Month-to-month,Bank transfer (automatic),690.5,0
Loleta,Female,0,0,0,13,1,0,0,0,Month-to-month,Mailed check,279.3,0
Mad River,Male,0,0,0,22,1,1,DSL,3,Month-to-month,Mailed check,1427.55,0
Orick,Female,0,1,1,72,1,1,0,0,Two year,Bank transfer (automatic),1709.15,0
Orleans,Female,0,0,0,2,1,0,0,0,Month-to-month,Bank transfer (automatic),53.15,0
Petrolia,Female,0,1,1,40,1,0,0,0,Two year,Bank transfer (automatic),777.35,0
Phillipsville,Male,0,1,1,44,1,0,0,0,One year,Bank transfer (automatic),860.85,0
Redway,Male,1,1,0,71,1,0,DSL,4,One year,Bank transfer (automatic),5012.1,0
Salyer,Male,1,0,0,26,1,1,Fiber optic,2,Month-to-month,Electronic check,2404.1,0
Scotia,Female,0,0,0,1,0,0,DSL,0,Month-to-month,Mailed check,24.4,0
Somes Bar,Male,0,0,0,3,1,1,DSL,2,Month-to-month,Mailed check,209.9,0
Redcrest,Male,0,0,0,13,1,0,DSL,1,Month-to-month,Mailed check,610.75,0
Weott,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Mailed check,70.7,0
Willow Creek,Male,0,1,1,4,1,0,DSL,0,Month-to-month,Mailed check,155.35,0
Leggett,Male,0,0,0,2,1,0,Fiber optic,0,Month-to-month,Electronic check,144.0,0
Piercy,Male,0,1,0,72,1,1,Fiber optic,5,Two year,Credit card (automatic),7875.0,0
Whitethorn,Female,0,1,1,37,1,1,0,0,Month-to-month,Mailed check,911.6,0
Amador City,Female,0,0,0,23,1,0,0,0,One year,Credit card (automatic),478.1,0
Auburn,Female,0,1,1,42,1,0,0,0,One year,Electronic check,761.85,0
West Sacramento,Female,0,0,0,32,1,1,DSL,3,One year,Mailed check,2282.95,0
Brooks,Female,0,1,1,22,1,1,Fiber optic,0,Month-to-month,Bank transfer (automatic),1615.1,0
Capay,Male,0,1,0,42,0,0,DSL,0,Month-to-month,Credit card (automatic),1097.15,0
Carmichael,Female,0,0,0,8,1,0,DSL,0,Month-to-month,Mailed check,369.3,0
Citrus Heights,Female,0,1,1,65,1,1,Fiber optic,4,Two year,Credit card (automatic),6725.3,0
Cool,Female,0,1,1,70,1,1,DSL,6,Two year,Bank transfer (automatic),6293.2,0
Courtland,Male,0,0,1,22,1,0,0,0,Month-to-month,Credit card (automatic),432.5,0
Diamond Springs,Female,0,1,1,67,0,0,DSL,2,Two year,Bank transfer (automatic),2434.45,0
Dixon,Female,0,0,0,25,1,0,0,0,Month-to-month,Credit card (automatic),532.1,0
Citrus Heights,Female,0,1,0,20,1,0,0,0,Month-to-month,Bank transfer (automatic),375.25,0
El Dorado,Female,0,0,1,2,1,0,DSL,2,Month-to-month,Credit card (automatic),125.95,0
Elk Grove,Male,0,0,0,51,1,0,0,0,Two year,Mailed check,1042.65,0
Elmira,Female,0,1,1,46,0,0,DSL,2,Month-to-month,Bank transfer (automatic),1620.25,0
Esparto,Male,0,0,1,13,1,0,DSL,0,Month-to-month,Mailed check,659.35,0
Fiddletown,Male,0,1,1,26,1,0,DSL,1,One year,Mailed check,1285.8,0
Foresthill,Male,0,0,1,19,1,0,0,0,Month-to-month,Electronic check,377.55,0
Georgetown,Female,0,1,0,72,1,1,DSL,5,Two year,Bank transfer (automatic),6058.95,0
Greenwood,Male,1,0,0,18,1,1,DSL,2,Month-to-month,Credit card (automatic),964.9,0
Herald,Male,0,0,0,24,1,1,Fiber optic,2,Month-to-month,Electronic check,2322.85,0
Ione,Female,0,1,0,46,1,1,Fiber optic,5,Two year,Credit card (automatic),4854.3,0
Isleton,Female,1,0,0,72,1,1,Fiber optic,5,Two year,Bank transfer (automatic),7748.75,0
Knights Landing,Female,1,1,0,70,1,1,Fiber optic,2,Month-to-month,Electronic check,6470.1,0
Kirkwood,Female,0,0,0,2,1,0,0,0,Month-to-month,Electronic check,57.4,0
Lincoln,Male,0,1,0,31,1,0,DSL,3,Month-to-month,Credit card (automatic),2019.8,0
Lotus,Female,0,1,1,16,1,0,Fiber optic,4,Month-to-month,Bank transfer (automatic),1522.7,0
Madison,Male,0,0,1,52,1,1,0,0,Two year,Credit card (automatic),1334.5,0
Mather,Male,0,1,1,13,1,0,0,0,Month-to-month,Mailed check,252.0,0
Newcastle,Female,0,0,0,35,1,0,0,0,One year,Mailed check,700.45,0
Nicolaus,Female,0,0,0,59,1,0,Fiber optic,3,Two year,Electronic check,5655.45,0
North Highlands,Male,0,1,0,72,1,0,Fiber optic,3,Month-to-month,Electronic check,6747.35,0
Orangevale,Female,0,1,0,49,1,1,Fiber optic,5,Two year,Credit card (automatic),5174.35,0
Penryn,Female,0,0,0,2,1,0,DSL,0,Month-to-month,Mailed check,105.6,0
Pilot Hill,Male,1,0,0,21,1,1,Fiber optic,4,Month-to-month,Electronic check,2271.85,0
Pine Grove,Male,1,0,0,54,0,0,DSL,4,One year,Electronic check,2966.95,0
Placerville,Male,0,0,0,1,1,1,DSL,2,Month-to-month,Electronic check,61.15,0
Pleasant Grove,Male,0,0,0,6,1,0,Fiber optic,2,Month-to-month,Electronic check,494.95,0
Rancho Cordova,Male,0,0,1,49,1,1,Fiber optic,5,One year,Credit card (automatic),5290.45,0
Rescue,Female,0,1,1,56,1,0,DSL,3,Two year,Credit card (automatic),3346.8,0
Rio Linda,Female,1,0,0,56,1,1,Fiber optic,3,Month-to-month,Electronic check,5219.65,0
Rio Oso,Female,0,1,1,6,0,0,DSL,3,Two year,Mailed check,217.5,0
River Pines,Male,0,0,0,32,1,0,0,0,One year,Mailed check,607.7,0
Rocklin,Male,0,1,1,50,1,1,Fiber optic,5,One year,Electronic check,5431.4,0
Roseville,Male,0,1,1,58,1,1,Fiber optic,4,One year,Bank transfer (automatic),6004.85,0
Sheridan,Female,0,1,1,65,1,1,DSL,6,Two year,Mailed check,5957.9,0
Shingle Springs,Female,0,0,0,64,1,1,DSL,6,Two year,Credit card (automatic),5442.05,0
Sloughhouse,Female,0,1,0,66,1,1,DSL,3,Two year,Bank transfer (automatic),4370.25,0
Somerset,Male,0,1,0,38,1,1,Fiber optic,5,One year,Electronic check,4428.6,0
Sutter Creek,Female,0,1,0,20,1,0,0,0,One year,Mailed check,416.45,0
Vacaville,Male,1,0,0,64,1,1,Fiber optic,4,One year,Electronic check,6688.1,0
Volcano,Female,0,0,0,60,1,0,DSL,4,One year,Credit card (automatic),4224.7,0
West Sacramento,Female,0,1,1,50,1,1,DSL,5,One year,Bank transfer (automatic),4042.2,0
Wilton,Female,0,1,0,72,0,0,DSL,4,Two year,Electronic check,3580.95,0
Winters,Male,0,1,0,60,1,0,0,0,Two year,Bank transfer (automatic),1198.8,0
Woodland,Male,0,0,0,46,0,0,DSL,3,Two year,Mailed check,1755.35,0
Alta,Female,0,1,1,69,0,0,DSL,4,Two year,Credit card (automatic),3772.5,0
Applegate,Male,1,0,0,31,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),2877.95,0
Camino,Male,0,1,1,19,1,0,0,0,One year,Mailed check,357.7,0
Colfax,Female,0,1,1,71,1,0,0,0,Two year,Credit card (automatic),1397.3,0
Dutch Flat,Male,0,1,0,12,1,0,Fiber optic,3,Month-to-month,Electronic check,959.9,0
Gold Run,Male,0,0,0,44,1,1,DSL,5,One year,Bank transfer (automatic),3704.15,0
Kyburz,Female,0,1,1,56,1,1,DSL,5,Two year,Credit card (automatic),4620.4,0
Echo Lake,Female,0,1,0,72,1,1,Fiber optic,6,Two year,Bank transfer (automatic),8312.75,0
Pollock Pines,Female,0,0,0,11,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),929.3,0
Twin Bridges,Female,1,1,0,15,1,0,Fiber optic,3,Month-to-month,Electronic check,1285.05,0
Weimar,Male,0,0,0,72,1,0,0,0,Two year,Mailed check,1521.2,0
Rancho Cordova,Male,0,1,0,56,1,1,DSL,2,Two year,Credit card (automatic),3389.25,0
Granite Bay,Male,1,0,0,64,1,0,0,0,Two year,Bank transfer (automatic),1198.05,0
Roseville,Female,0,1,0,34,1,1,Fiber optic,3,Month-to-month,Electronic check,3414.65,0
El Dorado Hills,Male,0,0,0,35,1,0,0,0,One year,Bank transfer (automatic),754.0,0
Rocklin,Male,0,0,0,22,1,0,0,0,One year,Credit card (automatic),467.15,0
Sacramento,Male,0,0,0,9,0,0,DSL,3,One year,Mailed check,373.0,0
Sacramento,Male,0,0,0,23,1,0,0,0,One year,Mailed check,481.1,0
Sacramento,Male,0,1,0,68,1,1,0,0,Two year,Bank transfer (automatic),1728.2,0
Sacramento,Male,0,1,0,33,1,0,Fiber optic,2,Month-to-month,Electronic check,2964.05,0
Sacramento,Male,0,0,0,31,1,0,DSL,5,Month-to-month,Bank transfer (automatic),2156.25,0
Sacramento,Female,0,0,0,56,1,0,0,0,Two year,Bank transfer (automatic),1051.9,0
Sacramento,Male,0,1,1,66,1,0,DSL,5,One year,Electronic check,5013.0,0
Sacramento,Male,0,1,1,72,1,1,0,0,Two year,Bank transfer (automatic),1738.9,0
Sacramento,Male,1,0,0,34,1,0,Fiber optic,0,Month-to-month,Credit card (automatic),2275.1,0
Sacramento,Female,0,1,1,58,1,0,Fiber optic,3,Month-to-month,Electronic check,5511.65,0
Sacramento,Male,0,0,0,37,0,0,DSL,1,Two year,Credit card (automatic),1316.9,0
Sacramento,Female,0,0,0,71,1,1,Fiber optic,6,Two year,Credit card (automatic),7993.3,0
Sacramento,Male,0,1,1,1,1,0,0,0,One year,Credit card (automatic),19.85,0
Sacramento,Male,1,1,1,71,1,0,0,0,Two year,Credit card (automatic),1388.45,0
Sacramento,Male,0,1,1,35,1,0,0,0,One year,Electronic check,666.0,0
Sacramento,Female,0,1,1,6,1,0,0,0,One year,Mailed check,94.45,0
Sacramento,Female,0,1,1,69,1,0,DSL,3,One year,Bank transfer (automatic),4134.7,0
Sacramento,Female,0,1,0,53,1,1,Fiber optic,2,One year,Electronic check,4862.5,0
Antelope,Female,0,1,0,5,1,0,Fiber optic,0,Month-to-month,Electronic check,351.5,0
Sacramento,Female,0,0,1,2,1,0,DSL,1,Month-to-month,Mailed check,106.2,0
Marysville,Male,0,0,1,62,1,1,0,0,Two year,Mailed check,1413.0,0
Beale Afb,Female,0,1,0,19,1,0,Fiber optic,3,Month-to-month,Electronic check,1743.05,0
Alleghany,Male,0,0,0,9,1,0,Fiber optic,0,Month-to-month,Mailed check,657.5,0
Arbuckle,Male,0,0,0,53,1,0,0,0,Two year,Credit card (automatic),1050.5,0
Bangor,Male,0,0,0,5,1,0,Fiber optic,1,Month-to-month,Mailed check,426.35,0
Berry Creek,Female,1,1,1,71,1,1,DSL,3,One year,Electronic check,4982.5,0
Biggs,Female,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,19.55,0
Brownsville,Male,0,0,0,72,1,1,Fiber optic,4,Two year,Electronic check,7634.8,0
Butte City,Female,0,1,0,4,1,0,DSL,2,Month-to-month,Mailed check,235.05,0
Camptonville,Male,0,0,0,59,1,1,DSL,1,Two year,Credit card (automatic),3116.15,0
Challenge,Female,1,1,0,31,1,1,Fiber optic,1,Month-to-month,Electronic check,2633.4,0
Chico,Male,0,1,0,3,1,0,0,0,Month-to-month,Bank transfer (automatic),49.65,0
Clipper Mills,Male,0,1,0,49,1,0,Fiber optic,4,One year,Credit card (automatic),4920.8,0
Colusa,Male,0,0,0,2,1,0,0,0,Month-to-month,Mailed check,46.35,0
Dobbins,Female,0,1,0,55,1,0,Fiber optic,3,One year,Electronic check,5276.1,0
Downieville,Male,0,1,1,72,1,1,Fiber optic,6,Two year,Credit card (automatic),8289.2,0
Dunnigan,Female,1,0,0,36,1,1,Fiber optic,0,Month-to-month,Bank transfer (automatic),2659.45,0
