Customer ID,Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Calculated Charges,Charges Difference,Churn
8745-PVESG,Female,44,No,0,Rancho Santa Fe,0,57,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,2258.25,Stayed,Not churned,Not churned,2342.7000000000003,84.45000000000027,0.0
8746-BFOAJ,Male,79,No,0,Garden Grove,0,21,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,20.5,429.55,917.38,Stayed,Not churned,Not churned,430.5,0.9499999999999886,0.0
8746-OQQRW,Male,64,No,0,Hopland,0,4,Offer E,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,25.25,101.9,116.66,Stayed,Not churned,Not churned,101.0,0.9000000000000057,0.0
8747-UDCOI,Female,29,Yes,0,Sun City,7,65,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.35,1319.95,4482.85,Stayed,Not churned,Not churned,1257.75,62.200000000000045,0.0
8748-HFWBO,Male,49,Yes,3,Camino,2,19,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.9,357.7,974.63,Stayed,Not churned,Not churned,378.1,20.399999999999977,0.0
8749-CLJXC,Male,56,No,0,Ahwahnee,0,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.05,20.05,33.56,Joined,Not churned,Not churned,20.05,0.0,
8749-JMNKX,Male,80,Yes,0,Montebello,1,51,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,5880.09,Churned,Dissatisfaction,Limited range of services,4783.8,32.850000000000364,1.0
8749-TZYEC,Male,38,Yes,0,Yorba Linda,1,72,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,24.8,1874.3,2845.88,Stayed,Not churned,Not churned,1785.6,88.69999999999982,0.0
8750-QWZAJ,Female,38,Yes,2,Orange,1,70,Offer A,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.8,1378.75,4769.55,Stayed,Not churned,Not churned,1386.0,7.25,0.0
8751-EDEKA,Female,56,Yes,0,Rancho Santa Fe,7,28,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,3360.02,Stayed,Not churned,Not churned,2517.2000000000003,83.70000000000027,0.0
8752-GHJFU,Male,70,Yes,0,Applegate,7,71,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.0,6585.2,9183.8,Stayed,Not churned,Not churned,6532.0,53.19999999999982,0.0
8752-IMQOS,Male,28,Yes,0,Fullerton,1,5,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,20.1,85.1,111.1,Stayed,Not churned,Not churned,100.5,15.400000000000006,0.0
8752-STIVR,Female,61,No,0,Elmira,0,4,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,303.15,413.43,Churned,Dissatisfaction,Limited range of services,316.0,12.850000000000025,1.0
8755-IWJHN,Male,73,Yes,0,Honeydew,5,69,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,9825.79,Stayed,Not churned,Not churned,6579.15,197.14999999999964,0.0
8755-OGKNA,Female,33,Yes,3,Laton,5,57,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.5,1167.6,3549.69,Stayed,Not churned,Not churned,1111.5,56.09999999999991,0.0
8756-RDDLT,Female,53,No,0,San Leandro,0,68,Unknown,No,Unknown,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,3085.35,Stayed,Not churned,Not churned,3056.6000000000004,28.749999999999545,0.0
8757-TFHHJ,Male,55,No,0,San Jose,0,1,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,88.01,Joined,Not churned,Not churned,49.8,0.0,
8760-ZRHKE,Female,80,Yes,1,Berry Creek,7,71,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,8432.39,Stayed,Not churned,Not churned,4913.2,69.30000000000018,0.0
8761-NSOBC,Male,41,No,0,Gridley,0,44,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,4398.15,6286.63,Churned,Dissatisfaction,Network reliability,4424.2,26.050000000000185,1.0
8763-KIAFH,Female,37,Yes,0,Whittier,10,27,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,20.55,583.3,1149.22,Stayed,Not churned,Not churned,554.85,28.44999999999993,0.0
8766-PAFNE,Male,21,Yes,0,Hayward,6,71,Offer A,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85,7554.27,Stayed,Not churned,Not churned,5616.099999999999,51.24999999999909,0.0
8769-KKTPH,Female,44,Yes,0,Los Angeles,2,63,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,6401.29,Stayed,Not churned,Not churned,6277.950000000001,33.24999999999909,0.0
8773-HHUOZ,Female,20,No,0,Los Angeles,0,17,Unknown,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,1782.45,Churned,Competitor,Competitor offered higher download speeds,1099.9,6.800000000000182,1.0
8774-GSBUN,Male,40,Yes,0,Compton,8,72,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.4,1797.1,2095.9,Stayed,Not churned,Not churned,1828.8,31.700000000000045,0.0
8775-CEBBJ,Female,40,No,0,Seeley,0,9,Unknown,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,780.63,Churned,Competitor,Competitor offered higher download speeds,397.8,5.550000000000011,1.0
8775-ERLNB,Male,76,Yes,0,Indio,7,1,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,92.14,Joined,Not churned,Not churned,74.3,0.0,
8775-LHDJH,Female,77,Yes,0,San Jose,1,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,103.62,Churned,Other,Don't know,90.6,0.0,1.0
8777-MBMTS,Female,65,Yes,0,West Covina,10,65,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,9097.35,Stayed,Not churned,Not churned,6880.25,154.75,0.0
8777-PVYGU,Female,36,Yes,0,Burson,0,52,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,3630.04,Stayed,Not churned,Not churned,3343.6,67.0,0.0
8778-LMWTJ,Female,28,No,0,River Pines,0,9,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,825.65,Stayed,Not churned,Not churned,673.65,34.55000000000007,0.0
8779-QRDMV,Male,78,No,0,Los Angeles,0,1,Unknown,No,Unknown,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.65,39.65,59.65,Churned,Competitor,Competitor offered more data,39.65,0.0,1.0
8779-YIQQA,Male,38,Yes,1,Pico Rivera,10,21,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.8,350.1,728.1,Stayed,Not churned,Not churned,415.8,65.69999999999999,0.0
8780-IHCRN,Male,23,Yes,2,Healdsburg,5,63,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,24.65,1574.5,3396.46,Stayed,Not churned,Not churned,1552.9499999999998,21.550000000000185,0.0
8780-IXSTS,Female,53,No,0,San Diego,0,6,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,528.2,Churned,Competitor,Competitor made better offer,540.5999999999999,19.299999999999955,1.0
8780-RSYYU,Female,42,No,0,Dixon,0,25,Offer C,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,19.2,532.1,682.1,Stayed,Not churned,Not churned,480.0,52.10000000000002,0.0
8780-YRMTT,Female,64,No,0,Yountville,0,66,Offer A,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,3177.25,Stayed,Not churned,Not churned,3128.4,48.84999999999991,0.0
8782-LKFPK,Male,50,No,0,Beaumont,0,44,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4063.0,6039.48,Stayed,Not churned,Not churned,3977.6,85.39999999999964,0.0
8782-NUUOL,Male,62,No,0,Crescent Mills,0,60,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.0,4801.1,6908.9,Stayed,Not churned,Not churned,4740.0,61.10000000000037,0.0
8784-CGILN,Female,34,No,0,Tarzana,0,18,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,2433.77,Churned,Dissatisfaction,Product dissatisfaction,1797.3,20.34999999999991,1.0
8785-CJSHH,Female,22,Yes,0,West Sacramento,9,60,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5985.75,8054.55,Stayed,Not churned,Not churned,5988.0,2.25,0.0
8785-EPNCG,Male,42,No,0,Sacramento,0,11,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,23.15,245.2,585.21,Churned,Competitor,Competitor made better offer,254.65,9.449999999999989,1.0
8788-DOXSU,Male,46,No,0,Frazier Park,0,59,Unknown,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3645.5,4217.8,Stayed,Not churned,Not churned,3619.65,25.84999999999991,0.0
8791-GFXLZ,Male,58,No,0,San Jose,0,12,Unknown,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,1101.09,Stayed,Not churned,Not churned,588.5999999999999,4.4500000000000455,0.0
8792-AOROI,Female,23,Yes,0,Glendora,1,8,Offer E,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,65.5,564.35,753.79,Stayed,Not churned,Not churned,524.0,40.35000000000002,0.0
8799-OXZMD,Female,35,No,0,Los Angeles,0,28,Offer C,No,Unknown,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.75,790.7,790.7,Stayed,Not churned,Not churned,833.0,42.29999999999996,0.0
8800-JOOCF,Female,56,No,1,Fallbrook,0,12,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,1180.75,Stayed,Not churned,Not churned,1008.6,42.04999999999996,0.0
8800-ZKRFW,Female,62,Yes,2,Philo,9,30,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,3979.3,Stayed,Not churned,Not churned,3225.0,17.5,0.0
8802-UNOJF,Male,65,No,0,Philo,0,12,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,1408.73,Churned,Competitor,Competitor had better devices,1005.6,24.15000000000009,1.0
8805-JNRAZ,Female,44,No,0,Huntington Beach,0,2,Offer E,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.2,103.7,162.26,Joined,Not churned,Not churned,98.4,5.299999999999997,
8806-EAGWC,Male,25,No,0,Old Station,0,3,Offer E,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,227.46,Churned,Dissatisfaction,Network reliability,165.45,6.299999999999983,1.0
8807-ARQET,Female,59,No,0,Angels Camp,0,41,Offer B,No,Unknown,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,1677.85,Stayed,Not churned,Not churned,1654.35,23.499999999999773,0.0
8807-OPMBM,Female,36,Yes,3,Newbury Park,1,55,Offer B,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,25.65,1388.0,1467.2,Stayed,Not churned,Not churned,1410.75,22.75,0.0
8808-ELEHO,Male,66,No,0,Modesto,0,8,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,626.11,Churned,Price,Price too high,650.0,64.04999999999995,1.0
8809-RIHDD,Male,47,Yes,0,Sacramento,1,72,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,7593.69,Churned,Price,Lack of affordable download/upload speed,7444.8,72.15000000000055,1.0
8812-ZRHFP,Female,53,Yes,3,San Francisco,0,30,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,3990.95,Stayed,Not churned,Not churned,2593.5,55.44999999999982,0.0
8816-VXNZD,Female,36,No,0,Coronado,0,1,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,81.04,Churned,Dissatisfaction,Lack of self-service on Website,75.1,0.0,1.0
8818-DOPVL,Female,65,No,0,El Cerrito,0,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,4863.85,6720.89,Stayed,Not churned,Not churned,4804.7,59.15000000000055,0.0
8819-IMISP,Male,43,No,0,Redlands,0,31,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,2429.1,3578.27,Stayed,Not churned,Not churned,2493.9500000000003,64.85000000000036,0.0
8819-WFGGJ,Male,42,Yes,0,Grimes,7,68,Offer A,No,Unknown,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.1,3794.5,3794.5,Stayed,Not churned,Not churned,3678.8,115.69999999999982,0.0
8819-ZBYNA,Female,51,Yes,0,Murrieta,6,58,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.1,6393.65,8548.35,Stayed,Not churned,Not churned,6327.799999999999,65.85000000000036,0.0
8821-KVZKQ,Female,52,Yes,2,Fort Bragg,1,70,Offer A,No,Unknown,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,4080.62,Stayed,Not churned,Not churned,4088.0,25.14999999999964,0.0
8821-XNHVZ,Female,53,Yes,0,San Diego,1,1,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.05,80.05,119.84,Churned,Competitor,Competitor made better offer,80.05,0.0,1.0
8822-KNBHV,Female,30,No,0,Los Angeles,0,48,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,83.45,3887.85,6072.33,Stayed,Not churned,Not churned,4005.6,117.75000000000044,0.0
8824-RWFXJ,Male,21,Yes,0,Santa Cruz,1,3,Offer E,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,256.02,Churned,Competitor,Competitor had better devices,168.45,0.2999999999999829,1.0
8835-VSDSE,Female,28,Yes,0,San Diego,1,2,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,141.45,160.97,Churned,Competitor,Competitor made better offer,141.4,0.0499999999999829,1.0
8837-VVWLQ,Female,35,No,0,Capistrano Beach,0,8,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.95,668.4,926.88,Churned,Other,Moved,679.6,11.200000000000044,1.0
8838-GPHZP,Female,25,No,0,Orange,0,63,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,20.6,1298.7,2342.61,Stayed,Not churned,Not churned,1297.8000000000002,0.8999999999998636,0.0
8840-DQLGN,Female,65,Yes,0,Burbank,1,35,Unknown,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,4212.65,Churned,Attitude,Attitude of support person,3517.5,135.8499999999999,1.0
8844-TONUD,Male,54,Yes,0,Acampo,4,13,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,1755.65,Churned,Competitor,Competitor had better devices,1256.45,93.60000000000014,1.0
8845-LWKGE,Female,56,Yes,1,El Dorado,4,30,Offer C,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,3087.35,Stayed,Not churned,Not churned,1935.0,50.15000000000009,0.0
8847-GEOOQ,Male,34,Yes,0,Fontana,10,60,Offer B,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,3582.4,Stayed,Not churned,Not churned,3612.0,29.59999999999991,0.0
8849-AYPTR,Male,55,Yes,0,Sacramento,1,33,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,3978.45,Stayed,Not churned,Not churned,3011.25,47.19999999999982,0.0
8849-GYOKR,Female,59,Yes,0,Mineral,2,54,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.55,5763.3,6240.12,Churned,Dissatisfaction,Product dissatisfaction,5753.7,9.600000000000364,1.0
8849-PRIQJ,Female,53,Yes,2,Simi Valley,7,67,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,7281.6,7464.36,Stayed,Not churned,Not churned,7329.8,48.19999999999982,0.0
8851-RAGOV,Female,25,Yes,0,Simi Valley,10,25,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.05,1837.7,1868.12,Stayed,Not churned,Not churned,1776.25,61.450000000000045,0.0
8853-TZDGH,Female,42,No,0,Palo Cedro,0,72,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,8012.75,9754.43,Stayed,Not churned,Not churned,8035.2,22.449999999999815,0.0
8854-CCVSQ,Male,58,No,0,Browns Valley,0,18,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,1451.9,2181.56,Churned,Competitor,Competitor offered more data,1451.7,0.2000000000000454,1.0
8857-CUPFQ,Male,57,Yes,0,Wallace,9,63,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.25,1237.65,2332.59,Stayed,Not churned,Not churned,1212.75,24.90000000000009,0.0
8859-AXJZP,Male,39,Yes,0,Helm,7,39,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,23.8,903.8,2056.64,Stayed,Not churned,Not churned,928.2,24.40000000000009,0.0
8859-DZTGQ,Male,21,No,0,Petaluma,0,33,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.35,689.75,1167.59,Stayed,Not churned,Not churned,671.5500000000001,18.19999999999993,0.0
8859-YSTWS,Male,43,No,0,Port Hueneme,0,48,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,19.95,1004.5,1533.46,Stayed,Not churned,Not churned,957.6,46.90000000000009,0.0
8861-HGGKB,Female,57,No,0,San Diego,0,10,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,1007.35,Churned,Competitor,Competitor made better offer,864.5,33.64999999999998,1.0
8865-TNMNX,Male,53,Yes,0,Los Angeles,6,10,Offer D,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,49.55,475.7,737.4,Stayed,Not churned,Not churned,495.5,19.80000000000001,0.0
8868-GAGIO,Male,49,Yes,0,Sunnyvale,8,45,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.55,3713.95,4739.95,Stayed,Not churned,Not churned,3804.75,90.80000000000018,0.0
8868-WOZGU,Male,33,No,0,Porterville,0,28,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,2979.5,3912.94,Churned,Dissatisfaction,Service dissatisfaction,2959.6,19.90000000000009,1.0
8869-TORSS,Female,51,No,0,Santa Rosa,0,48,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.35,2896.4,4524.08,Churned,Dissatisfaction,Poor expertise of phone support,2896.8,0.4000000000000909,1.0
8871-JLMHM,Female,27,Yes,0,Los Angeles,3,68,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,90.2,6297.65,6529.53,Stayed,Not churned,Not churned,6133.6,164.04999999999927,0.0
8873-GLDMH,Female,45,No,0,Courtland,0,6,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.85,401.3,567.44,Stayed,Not churned,Not churned,443.1,41.79999999999996,0.0
8873-TMKGR,Male,40,No,0,Sugarloaf,0,29,Offer C,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.1,529.5,1965.58,Stayed,Not churned,Not churned,553.9000000000001,24.40000000000009,0.0
8874-EJNSR,Male,64,Yes,2,Salinas,8,39,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.2,987.95,1787.06,Stayed,Not churned,Not churned,982.8,5.150000000000091,0.0
8875-AKBYH,Male,78,No,0,Mineral,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,1745.2,2265.4,Stayed,Not churned,Not churned,1687.0,58.200000000000045,0.0
8878-HMWBV,Male,47,No,0,Nice,0,3,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.15,169.05,301.42,Churned,Competitor,Competitor had better devices,147.45,21.600000000000023,1.0
8878-RYUKI,Female,30,No,0,Long Beach,0,52,Unknown,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,3530.94,Stayed,Not churned,Not churned,3091.4,47.70000000000027,0.0
8879-XUAHX,Male,42,Yes,0,Irvine,4,71,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,9004.24,Stayed,Not churned,Not churned,8253.75,311.0,0.0
8879-ZKJOF,Female,57,No,0,Gardena,0,41,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.85,3320.75,4887.36,Stayed,Not churned,Not churned,3273.85,46.90000000000009,0.0
8882-TLVRW,Male,52,Yes,1,Big Creek,3,69,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.1,2779.5,2779.5,Stayed,Not churned,Not churned,2697.9,81.59999999999991,0.0
8883-ANODQ,Female,44,Yes,1,Termo,3,68,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,7442.67,Stayed,Not churned,Not churned,5739.200000000001,7.549999999999272,0.0
