CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,Churn Reason,Calculated Total,Revenue Difference
8164-OCKUJ,Magalia,Female,No,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6,1286.0,No,0,55,,1215.4,70.6
3094-JOJAI,Maxwell,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,No,0,49,,1334.7,52.3
9494-MRNYX,Meadow Valley,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,No,0,23,,750.5,35.8
2599-CZABP,Meridian,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,0,51,,624.4,16.85
7945-PRBVF,Nevada City,Male,No,No,No,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.45,705.45,No,0,71,,750.75,45.3
4544-RXFMG,North San Juan,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,0,50,,347.6,2.1
0859-YGKFW,Olivehurst,Male,No,Yes,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.05,345.9,No,0,63,,360.9,15.0
1150-FTQGN,Oregon House,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,No,0,60,,5649.0,162.8
7196-LIWRH,Oroville,Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,124.45,No,0,61,,117.3,7.15
5448-VWNAM,Oroville,Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,0,69,,1442.1,66.5
1177-XZBJL,Palermo,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,No,0,45,,3399.95,91.6
3518-FSTWG,Paradise,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No,0,59,,7887.6,33.1
9330-VOFSZ,Princeton,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,0,79,,6648.0,7.3
0939-EREMR,Chico,Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,0,40,,694.85,23.25
9389-ACWBI,Richvale,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0,73,,349.75,29.35
3644-QXEHN,Smartville,Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,0,35,,1261.0,73.45
2911-IJORQ,Stirling City,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,0,26,,3352.2,6.45
5921-NGYRH,Stonyford,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No,0,50,,4707.2,56.8
5998-DZLYR,Sutter,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,No,0,48,,5755.35,52.35
3985-HOYPM,Washington,Male,No,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,525.55,No,0,71,,504.4,21.15
9548-LERKT,Willows,Male,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,483.15,No,0,34,,474.0,9.15
6576-FBXOJ,Yuba City,Male,No,Yes,No,17,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,0,22,,928.2,6.6
4310-KEDTB,Yuba City,Female,No,No,Yes,26,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,0,27,,774.8,11.7
4062-HBMOS,Redding,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,0,80,,5358.6,6.2
2676-ISHSF,Anderson,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,20.3,No,0,46,,20.3,0.0
9236-NDUCW,Bella Vista,Female,No,No,No,21,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,0,25,,737.1,33.3
4753-PADAS,Bieber,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,0,68,,7081.9,264.95
6103-QCKFX,Big Bar,Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,0,28,,2475.0,55.45
7781-EWARA,Big Bend,Male,No,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,0,56,,4224.5,85.8
7018-FPXHH,Callahan,Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,72,,3348.8,108.65
0572-ZJKLT,Chester,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,0,58,,4583.9,46.3
5135-RDDQL,Corning,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,0,36,,3190.95,30.3
1353-LJWEM,Cottonwood,Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0,58,,669.9,18.6
1794-SWWKL,Dorris,Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,0,75,,894.75,27.65
6166-YIPFO,Douglas City,Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,0,36,,4658.4,87.65
9332-GYWLO,Fall River Mills,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0,80,,329.1,26.0
4184-VODJZ,Forks Of Salmon,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0,47,,5755.05,9.65
1092-WPIVQ,French Gulch,Female,No,Yes,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,428.45,No,0,55,,451.8,23.35
7233-IOQNP,Gazelle,Female,No,Yes,No,43,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0,74,,1462.0,43.35
2834-JKOOW,Gerber,Female,No,No,No,15,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,0,51,,688.5,4.95
2400-FEQME,Grenada,Male,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,1177.95,No,0,25,,1127.5,50.45
4957-SREEC,Hayfork,Male,No,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,1458.1,No,0,69,,1424.5,33.6
0230-UBYPQ,Hyampom,Male,Yes,Yes,No,63,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,48,,2274.3,24.6
4923-ADWXJ,Igo,Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,66,,1645.0,34.65
1763-KUAAW,Junction City,Female,Yes,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.35,369.6,No,0,30,,366.3,3.3
1104-TNLZA,Klamath River,Male,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No,0,73,,2962.4,35.6
5195-KPUNQ,Lakehead,Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,0,58,,5127.75,78.8
3439-GVUSX,Lookout,Male,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,80,,24.4,0.0
5949-HGVJL,Mccloud,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,0,46,,1899.3,60.2
5203-XEHAX,Macdoel,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,0,48,,2187.9,134.85
1635-HDGFT,Manton,Female,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,398.55,No,0,69,,389.5,9.05
8050-XGRVL,Millville,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,0,71,,3394.5,30.85
9828-QHFBK,Montgomery Creek,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,0,35,,1227.6,48.1
3908-MKIMJ,Mount Shasta,Male,Yes,Yes,No,68,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,0,34,,2852.6,113.15
5012-YSPJJ,Nubieber,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,0,41,,1684.85,37.85
6728-VOIFY,Palo Cedro,Female,No,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,0,80,,6048.0,61.75
4891-NLUBA,Paynes Creek,Female,No,Yes,Yes,61,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,0,20,,3748.45,2.7
8969-PRHFK,Red Bluff,Male,No,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,411.25,No,0,32,,353.7,57.55
0661-KQHNK,Round Mountain,Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,105.5,No,0,46,,114.0,8.5
8709-KRDVL,Scott Bar,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,No,0,76,,3300.0,20.6
1427-VERSM,Shasta,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,0,44,,5527.2,142.3
9801-NOSHQ,Shingletown,Male,No,No,Yes,23,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.8,465.45,No,0,49,,455.4,10.05
6339-YPSAH,Tehama,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,No,0,52,,664.2,40.1
2159-TURXX,Weaverville,Male,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,95.55,No,0,51,,100.25,4.7
1548-FEHVL,Weed,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,0,74,,6478.2,103.0
3795-CAWEX,Whitmore,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,No,0,40,,8158.5,6.2
6215-NQCPY,Yreka,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No,0,60,,1495.5,71.25
5647-URDKA,Alturas,Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,130.25,No,0,29,,157.6,27.35
2229-DPMBI,Blairsden Graeagle,Female,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.5,162.15,No,0,58,,156.0,6.15
9626-WEQRM,Cedarville,Female,No,No,No,4,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,0,78,,116.6,6.55
2188-SXWVT,Chilcoot,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,No,0,46,,1870.0,15.15
6258-PVZWJ,Clio,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,0,69,,6174.4,128.45
1094-BKOSX,Coleville,Female,No,Yes,Yes,45,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,No,0,22,,2295.0,30.5
6969-MVBAI,Davis Creek,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,0,48,,810.9,5.9
2978-XXSOG,Doyle,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,0,47,,1299.1,45.6
2342-CKIAO,Eagleville,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,41.2,No,0,24,,40.6,0.6
6953-PBDIN,Fort Bidwell,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0,70,,5106.5,159.05
3898-BSJYF,Herlong,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,0,29,,735.5,42.2
3938-YFPXD,Janesville,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,0,35,,6069.6,72.5
7696-AMHOD,Lake City,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,0,69,,3822.0,2.2
2453-SAFNS,Likely,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,0,47,,3893.4,7.35
9558-IHEZX,Litchfield,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,0,32,,7579.25,296.0
9617-UDPEU,Loyalton,Female,No,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.25,412.55,No,0,52,,423.5,10.95
6340-DACFT,Madeline,Female,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.55,1070.25,No,0,34,,1027.5,42.75
4955-VCWBI,Markleeville,Female,No,Yes,Yes,43,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,817.95,No,0,76,,860.0,42.05
6813-GZQCG,Milford,Female,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.65,1171.3,No,0,63,,1109.25,62.05
7426-GSWPO,Portola,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,0,63,,6624.0,75.35
3389-KTRXV,Ravendale,Female,No,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,625.65,No,0,78,,548.55,77.1
3118-UHVVQ,Calpine,Female,No,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.8,1911.5,No,0,21,,1754.4,157.1
3205-MXZRA,Standish,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No,0,41,,1545.7,38.7
8317-BVKSO,Termo,Male,No,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.05,299.3,No,0,32,,280.7,18.6
5702-KVQRD,Topaz,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No,0,68,,5861.05,28.4
0083-PIVIK,Tulelake,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,0,67,,5200.0,367.55
6169-PGNCD,Westwood,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No,0,54,,4235.1,68.75
4909-JOUPP,Tahoma,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,0,32,,7898.4,0.05
4657-FWVFY,Kings Beach,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,0,52,,3854.0,61.4
2257-BOVXD,Tahoe City,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,0,36,,932.4,47.1
7729-JTEEC,Olympic Valley,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,No,0,49,,89.0,1.05
9696-RMYBA,Los Angeles,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,No,0,22,,400.5,1.95
8690-UPCZI,Los Angeles,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,0,33,,2002.45,44.0
9770-LXDBK,Los Angeles,Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,63.15,No,0,21,,61.2,1.95
4086-WITJG,Los Angeles,Male,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1301.1,No,0,30,,1398.7,97.6
8344-WFMFH,Los Angeles,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,No,0,56,,450.9,33.15
8822-KNBHV,Los Angeles,Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No,0,58,,4005.6,117.75
8404-FYDIB,Los Angeles,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No,0,54,,2252.9,44.15
2791-SFVEW,Los Angeles,Female,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,0,27,,181.35,56.8
6762-NSODU,Los Angeles,Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,958.15,No,0,77,,892.4,65.75
9888-ZCUMM,Los Angeles,Male,No,Yes,Yes,64,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,0,77,,3843.2,2.25
1074-WVEVG,Los Angeles,Female,No,Yes,No,59,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,1267.0,No,0,57,,1200.65,66.35
9979-RGMZT,Los Angeles,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,No,0,38,,658.35,24.9
6437-UDQJM,Los Angeles,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,No,0,62,,6055.2,74.45
1226-IENZN,Los Angeles,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,No,0,74,,1260.0,41.75
2108-GLPQB,Los Angeles,Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,No,0,49,,1388.75,16.55
5474-LAMUQ,Los Angeles,Male,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,533.9,No,0,69,,482.4,51.5
3468-DRVQJ,Los Angeles,Female,No,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,70.3,676.15,No,0,36,,703.0,26.85
1122-YJBCS,Los Angeles,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No,0,55,,3701.85,102.55
4990-ALDGW,Los Angeles,Male,No,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1118.8,No,0,60,,1182.75,63.95
4816-OKWNX,Los Angeles,Male,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,0,68,,5170.0,66.4
3315-IKYZQ,Los Angeles,Male,No,Yes,Yes,28,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.8,1386.8,No,0,45,,1422.4,35.6
4747-LCAQL,Los Angeles,Male,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,No,0,52,,1975.0,73.0
3411-WLRSQ,Los Angeles,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,No,0,57,,223.8,15.25
0898-XCGTF,Los Angeles,Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,0,49,,5886.5,212.8
8006-PYCSW,Los Angeles,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,39.8,No,0,65,,40.2,0.4
8249-THVEC,Los Angeles,Male,No,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,997.75,No,0,73,,989.4,8.35
8722-PRFDV,Los Angeles,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.55,5574.35,No,0,27,,5506.05,68.3
2164-SOQXL,Los Angeles,Female,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,406.05,No,0,43,,401.0,5.05
4020-KIUDI,Los Angeles,Male,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.85,138.85,No,0,42,,119.1,19.75
5850-BDWCY,Los Angeles,Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,123.65,No,0,26,,121.2,2.45
2038-YSEZE,Los Angeles,Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.45,1801.1,No,0,65,,1956.05,154.95
0827-ITJPH,Los Angeles,Male,No,No,No,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),18.55,689.0,No,0,28,,667.8,21.2
8799-OXZMD,Los Angeles,Female,No,No,No,28,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,No,0,67,,833.0,42.3
1705-GUHPV,Los Angeles,Female,No,No,No,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,1618.2,No,0,64,,1524.6,93.6
4779-ZGICK,Los Angeles,Male,No,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.55,1173.35,No,0,66,,1130.4,42.95
0048-PIHNL,Los Angeles,Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.45,900.9,No,0,20,,1002.05,101.15
3967-KXAPS,Los Angeles,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No,0,56,,6645.6,74.3
3704-IEAXF,Los Angeles,Female,No,Yes,Yes,72,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784.0,No,0,47,,3862.8,78.8
6810-VCAEX,Los Angeles,Female,No,No,No,47,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,No,0,26,,1863.55,64.9
0674-EYYZV,Los Angeles,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,No,0,74,,54.65,0.0
4480-MBMLB,Los Angeles,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,No,0,68,,3772.8,113.65
1395-OFUWC,Los Angeles,Male,No,Yes,Yes,43,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,0,70,,1259.9,35.85
0822-QGCXA,Los Angeles,Female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,No,0,35,,2263.95,46.25
2832-KJCRD,Los Angeles,Female,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,No,0,47,,3938.7,49.8
3588-WSTTJ,Los Angeles,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,No,0,63,,3466.75,87.85
5090-EMGTC,Beverly Hills,Female,No,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,No,0,70,,5902.95,131.9
2346-CZYIL,Beverly Hills,Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,531.6,No,0,52,,549.45,17.85
3798-EPWRR,Beverly Hills,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,No,0,55,,87.9,2.8
