Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Total_Internet_Services,Churn,Churn_status,Avg_Revenue_Per_Month,Refund_Ratio,Tenure_Group
Female,54,1,1,Berkeley,94703,37.863843,-122.275684,9,38,Unknown,1,26.84,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,20.2,746.05,0.0,0,1019.92,1765.97,0,0.0,0,46.47289473684211,0.0,2-4y
Male,65,0,0,San Diego,92130,32.957195,-117.202542,0,1,Unknown,1,42.3,0,1,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,2,1.0,1,121.4,0.0,0-6m
Female,78,1,0,Merced,95348,37.40122,-120.514191,0,72,Unknown,1,25.77,1,1,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0.0,0,1855.44,8295.69,7,1.0,1,115.21791666666667,0.0,4-6y
Male,51,0,0,Moraga,94556,37.827946,-122.107185,0,50,Offer B,0,0.0,0,1,DSL,20.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.0,1782.4,0.0,0,0.0,1782.4,3,0.0,0,35.648,0.0,4-6y
Female,64,0,0,Calistoga,94515,38.629618,-122.593216,0,8,Offer E,1,11.2,0,1,Fiber Optic,17.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0.0,10,89.6,635.15,1,0.0,0,79.39375,0.0,6-12m
Male,60,0,0,Bellflower,90706,33.887676,-118.127289,0,67,Offer A,1,32.58,0,1,DSL,8.0,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,0.0,0,2182.86,5442.96,2,0.0,0,81.23820895522388,0.0,4-6y
Female,52,1,3,Garden Grove,92843,33.764018,-117.931507,1,38,Offer C,1,44.32,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,20.3,749.35,10.65,0,1684.16,2422.86,0,0.0,0,63.759473684210526,0.004395631608924989,2-4y
Male,24,1,0,Morgan Hill,95037,37.161544,-121.649371,1,70,Offer A,1,1.63,0,1,DSL,41.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46,5,0.0,0,65.63514285714285,0.009335155818093965,4-6y
Female,47,0,0,Malibu,90265,34.074572,-118.831181,0,41,Offer B,1,31.08,1,1,DSL,12.0,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,0.0,100,1274.28,4464.93,5,0.0,0,108.90073170731708,0.0,2-4y
Male,40,1,3,Claremont,91711,34.127621,-117.717863,1,59,Offer B,1,46.1,1,1,Fiber Optic,57.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0.0,0,2719.9,9275.1,7,0.0,0,157.20508474576272,0.0,4-6y
Female,53,0,0,Fontana,92335,34.087558,-117.464096,0,64,Offer B,1,4.03,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67,0,0.0,0,29.69796875,0.0,4-6y
Male,46,0,0,Los Angeles,90047,33.958149,-118.308441,0,3,Offer E,1,14.28,1,1,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0.0,0,42.84,307.64,3,1.0,1,102.54666666666667,0.0,0-6m
Female,69,1,0,Los Angeles,90026,34.078991,-118.263804,5,22,Offer D,1,15.27,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,25.6,548.8,0.0,0,335.94,884.74,0,0.0,0,40.21545454545455,0.0,1-2y
Male,31,0,1,Jenner,95450,38.505995,-123.187019,0,70,Unknown,1,26.62,1,1,Cable,19.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.95,4551.5,20.87,0,1863.4,6394.03,4,0.0,0,91.34328571428571,0.003263982183380435,4-6y
Male,50,0,0,Torrance,90502,33.833181,-118.292062,0,43,Unknown,1,41.22,1,1,Fiber Optic,7.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,0.0,0,1772.46,5693.76,4,0.0,0,132.41302325581395,0.0,2-4y
Female,54,0,0,Fallbrook,92028,33.362575,-117.299644,0,5,Offer E,1,37.1,1,1,Cable,2.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0.0,20,185.5,455.45,0,1.0,1,91.09,0.0,0-6m
Male,41,0,0,Pinole,94564,37.996462,-122.293716,0,1,Offer E,1,5.43,1,1,Fiber Optic,18.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0.0,0,5.43,92.03,3,1.0,1,92.03,0.0,0-6m
Female,21,0,0,Crescent Mills,95934,40.080342,-120.957805,0,1,Unknown,1,5.1,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,5.1,24.65,0,,0,24.65,0.0,0-6m
Female,45,0,2,Escalon,95320,37.818543,-121.006907,0,18,Offer D,1,30.22,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.3,454.65,0.0,0,543.96,998.61,0,0.0,0,55.47833333333333,0.0,1-2y
Male,59,1,3,Applegate,95703,38.983388,-120.988814,4,38,Unknown,1,31.45,0,1,DSL,76.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,0.0,0,1195.1,3997.4,6,0.0,0,105.19473684210527,0.0,2-4y
Female,53,1,0,Palo Alto,94303,37.45809,-122.115398,2,49,Unknown,1,49.63,1,1,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0.0,0,2431.87,7215.37,4,1.0,1,147.25244897959183,0.0,4-6y
Female,57,1,2,Tujunga,91042,34.296574,-118.244839,2,2,Unknown,1,35.42,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,20.3,31.9,0.0,0,70.84,102.74,0,,0,51.37,0.0,0-6m
Male,55,1,3,San Bernardino,92404,34.183286,-117.221722,8,12,Offer D,1,44.12,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,25.4,313.0,0.0,0,529.44,842.44,0,0.0,0,70.20333333333333,0.0,6-12m
Female,33,0,0,Riverside,92503,33.890046,-117.455583,0,15,Unknown,1,9.71,1,1,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0.0,0,145.65,825.2,1,1.0,1,55.013333333333335,0.0,1-2y
Male,29,0,0,Helendale,92342,34.757783,-117.33997,0,3,Unknown,1,27.34,0,1,Fiber Optic,71.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0.0,10,82.02,324.52,1,,0,108.17333333333333,0.0,0-6m
Female,64,1,0,Santa Ana,92703,33.748635,-117.906125,10,71,Unknown,1,4.71,0,1,DSL,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,-10.0,4492.9,0.0,0,334.41,4827.31,5,0.0,0,67.99028169014085,0.0,4-6y
Female,27,0,0,Los Altos,94022,37.349546,-122.134356,0,1,Unknown,1,45.86,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,20.7,20.7,0.0,0,45.86,66.56,0,,0,66.56,0.0,0-6m
Female,75,1,0,Madison,95653,38.674276,-121.961866,1,34,Unknown,1,2.88,1,1,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.47,4,1.0,1,97.51382352941175,0.0,2-4y
Female,56,1,0,Fresno,93710,36.822715,-119.761826,1,6,Unknown,1,23.35,1,1,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0.0,0,140.1,652.35,4,0.0,0,108.72500000000001,0.0,0-6m
Male,80,1,0,Chula Vista,91915,32.605012,-116.97595,2,51,Offer B,1,43.58,1,1,Cable,22.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,3,1.0,1,124.87509803921569,0.0,4-6y
Female,79,0,0,Cerritos,90703,33.8681,-118.067402,0,26,Unknown,1,12.09,1,1,DSL,15.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,47.73,0,314.34,1919.01,4,0.0,0,73.80807692307692,0.02487219972798474,2-4y
Female,40,0,0,Seeley,92273,32.790282,-115.689559,0,49,Offer B,1,35.87,1,1,DSL,30.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,3,1.0,1,95.75367346938776,0.0,4-6y
Male,51,1,0,Anza,92539,33.527605,-116.666551,2,24,Offer C,1,3.0,1,1,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45,6,1.0,1,108.93541666666665,0.0,1-2y
Male,62,0,0,Escondido,92026,33.21846,-117.116916,0,69,Unknown,0,0.0,0,1,Cable,18.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,4135.49,7,0.0,0,59.934637681159415,0.009964961830399783,4-6y
Male,48,0,3,Riverdale,93656,36.452211,-119.94575,0,56,Offer B,1,22.47,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,24.8,1424.2,0.0,0,1258.32,2682.52,0,0.0,0,47.902142857142856,0.0,4-6y
Male,38,0,0,Sacramento,95838,38.646096,-121.442433,0,44,Offer B,0,0.0,0,1,Cable,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,53.95,2375.4,0.0,0,0.0,2375.4,6,1.0,1,53.98636363636364,0.0,2-4y
Male,32,1,0,Compton,90220,33.88151,-118.234451,8,47,Offer B,1,39.52,1,1,Fiber Optic,30.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9,3650.35,0.0,0,1857.44,5507.79,2,0.0,0,117.18702127659574,0.0,2-4y
Female,79,1,0,San Pablo,94806,37.980269,-122.342635,6,72,Offer A,1,14.75,1,1,Fiber Optic,16.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,0.0,0,1062.0,9339.05,7,0.0,0,129.70902777777778,0.0,4-6y
Female,35,0,0,San Jose,95130,37.277592,-121.986477,0,18,Offer D,1,34.12,0,1,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0,614.16,1835.81,1,0.0,0,101.98944444444444,0.0,1-2y
Male,39,1,0,Pinon Hills,92372,34.459322,-117.629729,10,51,Offer B,1,9.99,1,1,DSL,5.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,0.0,0,509.49,4410.74,5,0.0,0,86.48509803921569,0.0,4-6y
Male,71,1,0,Running Springs,92382,34.186211,-117.07683,1,66,Unknown,1,30.03,1,1,DSL,15.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0.0,150,1981.98,7286.58,5,1.0,1,110.40272727272728,0.0,4-6y
Female,26,0,2,Magalia,95954,39.933852,-121.584371,0,46,Unknown,1,17.51,0,1,Fiber Optic,85.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0.0,0,805.46,5196.71,6,0.0,0,112.97195652173913,0.0,2-4y
Male,40,0,0,Kyburz,95720,38.766036,-120.209673,0,9,Offer E,1,48.61,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Mailed Check,20.15,163.7,0.0,0,437.49,601.19,0,0.0,0,66.7988888888889,0.0,6-12m
Male,52,0,0,San Diego,92109,32.787836,-117.232376,0,69,Offer A,1,20.44,1,1,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0.0,0,1410.36,8630.71,6,1.0,1,125.0827536231884,0.0,4-6y
Male,68,1,0,Forbestown,95941,39.531028,-121.24807,1,47,Unknown,1,8.97,1,1,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,4,1.0,1,112.60936170212767,0.0,2-4y
Female,34,0,3,Marina Del Rey,90292,33.977468,-118.445475,0,12,Unknown,1,25.34,1,1,Fiber Optic,56.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,1,1.0,1,109.28583333333334,0.0,6-12m
Female,26,1,3,Seiad Valley,96086,41.924174,-123.260788,9,72,Unknown,1,11.85,1,1,Fiber Optic,59.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,0.0,0,853.2,7807.35,4,0.0,0,108.43541666666667,0.0,4-6y
Male,39,0,0,Los Angeles,90066,34.002028,-118.430656,0,4,Unknown,1,28.89,0,1,DSL,3.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,0.0,0,115.56,415.26,6,1.0,1,103.815,0.0,0-6m
Female,25,1,0,Capitola,95010,36.977025,-121.952864,1,2,Unknown,1,28.86,0,1,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,165.0,0.0,0,57.72,222.72,3,1.0,1,111.36,0.0,0-6m
Male,65,0,0,Lake Elsinore,92532,33.705836,-117.318204,0,1,Offer E,1,28.46,0,1,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,1,1.0,1,100.11,0.0,0-6m
Male,37,1,0,Ballico,95303,37.4695,-120.672724,1,42,Offer B,0,0.0,0,1,DSL,7.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,0.0,0,0.0,1626.05,3,0.0,0,38.71547619047619,0.0,2-4y
Male,20,1,2,Orosi,93647,36.600185,-119.175655,1,69,Offer A,1,49.16,1,1,DSL,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,0.0,0,3392.04,8993.44,7,0.0,0,130.33971014492755,0.0,4-6y
Male,47,0,0,San Gabriel,91776,34.089927,-118.095645,0,14,Offer D,0,0.0,0,1,DSL,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,0,0.0,771.95,6,0.0,0,55.13928571428572,0.0,1-2y
Female,43,1,0,Maywood,90270,33.988572,-118.186565,6,66,Offer A,1,11.72,1,1,Fiber Optic,20.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0.0,0,773.52,6904.47,4,0.0,0,104.61318181818183,0.0,4-6y
Male,59,1,2,Hood,95639,38.375325,-121.507935,4,57,Offer B,1,49.95,1,1,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,0.0,70,2847.15,6935.5,0,0.0,0,121.67543859649123,0.0,4-6y
Female,71,0,0,Ferndale,95536,40.4785,-124.301372,0,14,Unknown,0,0.0,0,1,Cable,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,0.0,0,0.0,672.7,4,0.0,0,48.050000000000004,0.0,1-2y
Male,27,0,0,Oakdale,95361,37.785033,-120.776141,0,4,Offer E,0,0.0,0,1,DSL,48.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,0,0.0,118.5,3,1.0,1,29.625,0.0,0-6m
Female,68,0,0,Grizzly Flats,95636,38.636102,-120.522149,0,60,Unknown,1,34.39,1,1,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,4,1.0,1,143.57999999999998,0.0,4-6y
Female,30,0,3,San Jose,95125,37.294926,-121.894763,0,16,Offer D,1,27.23,1,1,Fiber Optic,69.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0,435.68,1699.88,2,0.0,0,106.2425,0.0,1-2y
Female,47,0,0,Burson,95225,38.183918,-120.898817,0,2,Offer E,1,21.3,1,1,DSL,7.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.15,101.65,0.0,10,42.6,154.25,1,,0,77.125,0.0,0-6m
Female,68,0,0,Los Angeles,90067,34.057496,-118.413959,0,64,Unknown,1,27.7,1,1,DSL,21.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,74.65,4869.35,47.04,0,1772.8,6595.11,5,0.0,0,103.04859375,0.007132557303820558,4-6y
Female,25,1,2,Moss Landing,95039,36.863303,-121.781632,4,71,Offer A,1,32.16,1,1,Fiber Optic,59.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,6,0.0,0,132.77380281690142,0.001709992850278033,4-6y
Female,37,0,0,Riverside,92501,33.994676,-117.372498,0,3,Unknown,1,34.89,0,1,Cable,13.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0.0,10,104.67,262.72,0,,0,87.57333333333334,0.0,0-6m
Female,38,1,0,Tollhouse,93667,36.993666,-119.348267,1,72,Offer A,1,5.25,1,1,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,0.0,0,378.0,6474.45,7,0.0,0,89.92291666666667,0.0,4-6y
Female,54,0,0,Whittier,90605,33.960891,-118.032222,0,26,Offer C,1,25.4,1,1,DSL,10.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,1800.05,0.0,0,660.4,2460.45,4,0.0,0,94.6326923076923,0.0,2-4y
Male,27,1,0,Los Angeles,90029,34.089953,-118.294824,1,1,Unknown,0,0.0,0,1,DSL,58.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,2,1.0,1,30.2,0.0,0-6m
Male,42,0,0,Sacramento,95834,38.646209,-121.52446,0,52,Unknown,1,47.9,0,1,DSL,3.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,43.12,0,2490.8,5238.33,3,0.0,0,100.73711538461538,0.008231631073261898,4-6y
Male,33,0,0,Portola Valley,94028,37.369709,-122.215844,0,72,Offer A,1,2.56,1,1,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8164.1,0.0,0,184.32,8348.42,8,0.0,0,115.95027777777779,0.0,4-6y
Female,23,1,2,Tranquillity,93668,36.635661,-120.288644,7,36,Unknown,1,40.54,1,1,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0.0,0,1459.44,4838.69,8,0.0,0,134.40805555555553,0.0,2-4y
Female,50,1,0,Newman,95360,37.343846,-121.039391,3,46,Offer B,0,0.0,0,1,DSL,30.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,0,0.0,2062.15,4,0.0,0,44.82934782608696,0.0,2-4y
Male,48,0,0,Corona,92883,33.762351,-117.488725,0,51,Unknown,1,36.59,0,1,DSL,20.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,47.85,2356.75,18.39,0,1866.09,4204.45,2,0.0,0,82.44019607843137,0.004373937138032323,4-6y
Male,52,0,0,Amboy,92304,34.559882,-115.637164,0,4,Unknown,0,0.0,0,1,Cable,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0.0,0,0.0,118.4,2,0.0,0,29.6,0.0,0-6m
Male,27,0,0,Torrance,90504,33.867257,-118.330794,0,3,Unknown,1,34.49,1,1,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,2,1.0,1,104.19,0.0,0-6m
Female,42,0,0,Mountain Center,92561,33.638645,-116.55783,0,56,Offer B,1,2.5,1,1,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,5916.95,0.0,0,140.0,6056.95,6,0.0,0,108.15982142857142,0.0,4-6y
Female,75,0,0,Sacramento,95838,38.646096,-121.442433,0,16,Unknown,1,36.83,0,1,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,3,1.0,1,100.82375,0.0,1-2y
Male,30,1,0,North Fork,93643,37.244307,-119.470256,7,44,Unknown,1,23.75,0,1,Fiber Optic,53.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,0.0,0,1045.0,5019.15,4,0.0,0,114.0715909090909,0.0,2-4y
Male,35,0,0,Nicasio,94946,38.065359,-122.665566,0,29,Offer C,1,8.0,0,1,DSL,9.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,58.75,1696.2,0.0,50,232.0,1978.2,3,0.0,0,68.21379310344828,0.0,2-4y
Male,20,1,1,Sacramento,95822,38.512569,-121.495184,5,29,Unknown,1,24.64,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Mailed Check,20.65,654.85,0.0,0,714.56,1369.41,0,0.0,0,47.221034482758625,0.0,2-4y
Female,79,0,0,San Diego,92110,32.76501,-117.19938,0,22,Unknown,1,5.09,1,1,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,0,1.0,1,82.02636363636363,0.0,1-2y
Male,34,0,0,Clovis,93612,36.814539,-119.711868,0,1,Offer E,1,23.7,0,1,Fiber Optic,25.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,74.0,0.0,0,23.7,97.7,2,,0,97.7,0.0,0-6m
Male,26,1,2,Los Angeles,90004,34.076259,-118.310715,5,29,Offer C,1,36.7,1,1,DSL,69.0,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,69.05,1958.45,0.0,40,1064.3,3062.75,3,0.0,0,105.61206896551724,0.0,2-4y
Female,49,1,1,Los Angeles,90038,34.088017,-118.327168,10,68,Unknown,1,43.51,1,1,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88.0,6161.9,0.0,40,2958.68,9160.58,7,0.0,0,134.7144117647059,0.0,4-6y
Male,66,1,0,Fresno,93722,36.78979,-119.929894,1,34,Unknown,1,2.07,1,1,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0.0,0,70.38,2495.78,1,0.0,0,73.40529411764706,0.0,2-4y
Male,32,0,0,Chico,95928,39.681488,-121.83721,0,1,Unknown,1,39.3,0,1,DSL,26.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,0.0,0,39.3,90.55,2,,0,90.55,0.0,0-6m
Female,78,0,0,Anderson,96007,40.448632,-122.306657,0,37,Offer C,1,26.95,1,1,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0,997.15,3838.7,1,1.0,1,103.74864864864864,0.0,2-4y
Male,72,1,0,Nuevo,92567,33.82769,-117.102244,1,7,Unknown,1,8.92,1,1,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,1,1.0,1,79.69714285714285,0.05818455581845559,6-12m
Male,36,0,0,Elk Grove,95624,38.434138,-121.30587,0,51,Unknown,1,47.43,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.45,1042.65,0.0,0,2418.93,3461.58,0,0.0,0,67.87411764705882,0.0,4-6y
Male,58,0,0,Gasquet,95543,41.867908,-123.794144,0,52,Unknown,1,5.92,0,1,Fiber Optic,23.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,4331.4,0.0,70,307.84,4709.24,3,0.0,0,90.56230769230768,0.0,4-6y
Male,40,0,0,Encinitas,92024,33.054579,-117.25665,0,1,Offer E,1,27.46,0,1,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.26,1,,0,72.26,0.0,0-6m
Male,29,0,0,Sunnyvale,94087,37.3511,-122.037311,0,21,Offer D,0,0.0,0,1,DSL,26.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0.0,0,0.0,1011.5,4,0.0,0,48.166666666666664,0.0,1-2y
Female,26,1,3,Palmdale,93552,34.557711,-118.029441,4,70,Unknown,1,5.51,1,1,Fiber Optic,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0.0,150,385.7,8225.5,6,0.0,0,117.50714285714285,0.0,4-6y
